first_name,middle_name,last_name,email,student_id,course,year
Lily,Beasley,Layzell,llayzell7l@edublogs.org,81856893,Bachelor of Science in Information Technology,4
Leonie,Ferrarone,Roarty,lroarty7m@google.fr,12538832,Bachelor of Arts in Political Science,4
Boniface,Snell,Veschambre,bveschambre7n@cpanel.net,44065287,Bachelor of Science in Computer Science,4
Pansie,Hayller,Memmory,pmemmory7o@google.com.br,83648841,Bachelor of Science in Acounting Information System,4
Ingaberg,Penhalewick,Koubek,ikoubek7p@newsvine.com,73680294,Bachelor of Science in Information Technology,3
Wallie,Bevir,Hoonahan,whoonahan7q@zdnet.com,96072668,Bachelor of Arts in Political Science,2
Ronnie,Oslar,Tregona,rtregona7r@pbs.org,91984656,Bachelor of Science in Information Technology,4
Maureene,Henbury,Bedbury,mbedbury7s@myspace.com,86479858,Bachelor of Arts in Political Science,2
Gardie,Bachellier,Emms,gemms7t@yelp.com,37907273,Bachelor of Science in Information Technology,3
Enrica,Rishbrook,Terzza,eterzza7u@usa.gov,36381054,Bachelor of Science in Computer Science,2
Fabiano,Staveley,Chiverton,fchiverton7v@fda.gov,10798514,Bachelor of Science in Acounting Information System,1
Jarrett,Sperwell,Willett,jwillett7w@yahoo.co.jp,98020842,Bachelor of Science in Acounting Information System,1
Ruy,Ector,Ligertwood,rligertwood7x@com.com,31239200,Bachelor of Science in Information Technology,1
Madeleine,Rouf,Fulun,mfulun7y@rambler.ru,60591086,Bachelor of Science in Computer Science,2
Simone,Powelee,Mozzini,smozzini7z@desdev.cn,86833908,Bachelor of Arts in Political Science,1
Neile,Suttle,MacFall,nmacfall80@twitpic.com,88705573,Bachelor of Science in Computer Science,3
Elysha,Tutchell,Nucci,enucci81@geocities.jp,58335403,Bachelor of Arts in Political Science,4
Joshuah,Wavell,Dockrill,jdockrill82@mapy.cz,88923115,Bachelor of Science in Acounting Information System,2
Dougie,Strutley,Icom,dicom83@ihg.com,47370271,Bachelor of Arts in Political Science,2
Thaddeus,Bareford,Layus,tlayus84@latimes.com,66432375,Bachelor of Science in Computer Science,4
Barrett,Yurinov,Skillett,bskillett85@usda.gov,69171018,Bachelor of Science in Acounting Information System,2
Tremayne,Axford,Thring,tthring86@oaic.gov.au,25998590,Bachelor of Science in Information Technology,3
Angus,Prangley,Pinniger,apinniger87@nhs.uk,91332119,Bachelor of Science in Computer Science,4
Rabi,Timlett,Merriday,rmerriday88@economist.com,43530907,Bachelor of Science in Acounting Information System,1
Sapphira,Flucker,Allot,sallot89@ihg.com,99665675,Bachelor of Arts in Political Science,4
Sawyere,Mangenet,Dearnly,sdearnly8a@kickstarter.com,57480068,Bachelor of Science in Information Technology,2
Kalindi,Iuorio,Battson,kbattson8b@yale.edu,98808151,Bachelor of Arts in Political Science,4
Lynnet,Luxton,Ciccone,lciccone8c@alexa.com,12816895,Bachelor of Science in Acounting Information System,4
Doe,Tibbles,Redhills,dredhills8d@yahoo.com,16678759,Bachelor of Science in Computer Science,1
Jayme,Hemms,Peers,jpeers8e@meetup.com,61232134,Bachelor of Science in Computer Science,3
Katya,Faloon,Callender,kcallender8f@furl.net,94935459,Bachelor of Science in Information Technology,2
Kissiah,Rasch,Aurelius,kaurelius8g@timesonline.co.uk,10013898,Bachelor of Science in Computer Science,4
Joelle,Eadington,Pilkinton,jpilkinton8h@topsy.com,68855910,Bachelor of Science in Computer Science,2
Claudelle,McClancy,Cheley,ccheley8i@sakura.ne.jp,52531140,Bachelor of Science in Information Technology,1
Barrett,Ruane,Caldecourt,bcaldecourt8j@tinypic.com,59277933,Bachelor of Science in Computer Science,2
Rafael,Cassin,Shegog,rshegog8k@comcast.net,92243839,Bachelor of Science in Computer Science,4
Megan,Drennan,Sindell,msindell8l@infoseek.co.jp,76419999,Bachelor of Arts in Political Science,2
Bab,Colebourn,Podbury,bpodbury8m@ask.com,81247252,Bachelor of Science in Acounting Information System,1
Ebba,Taffs,Butt Gow,ebuttgow8n@ning.com,51285285,Bachelor of Science in Computer Science,2
Washington,Brownsett,Fraine,wfraine8o@elegantthemes.com,23124012,Bachelor of Science in Acounting Information System,1
Deva,Freschini,Chumley,dchumley8p@1688.com,26167753,Bachelor of Science in Computer Science,1
Barry,Piatkow,Sheldon,bsheldon8q@unicef.org,36215842,Bachelor of Science in Information Technology,3
Emmy,Scriven,Pennuzzi,epennuzzi8r@1und1.de,18765007,Bachelor of Science in Computer Science,2
Janetta,Aulsford,Michelet,jmichelet8s@networksolutions.com,78789303,Bachelor of Arts in Political Science,3
Mannie,Boyes,Harnell,mharnell8t@hc360.com,91303882,Bachelor of Science in Acounting Information System,3
Chen,Eddie,Vedishchev,cvedishchev8u@google.ru,16641405,Bachelor of Arts in Political Science,4
Paulie,Swire,Colwill,pcolwill8v@ebay.com,86355349,Bachelor of Science in Computer Science,2
Richie,Durtnal,Tainton,rtainton8w@sphinn.com,12328643,Bachelor of Arts in Political Science,2
Maisey,Skingle,McIlherran,mmcilherran8x@quantcast.com,46098994,Bachelor of Science in Acounting Information System,1
Oren,Archbald,Harfoot,oharfoot8y@amazon.co.uk,45660925,Bachelor of Arts in Political Science,3
Vittorio,Hynes,Beckey,vbeckey8z@cloudflare.com,16223463,Bachelor of Science in Computer Science,2
Faydra,Dyas,Beisley,fbeisley90@sitemeter.com,44218680,Bachelor of Science in Information Technology,2
Haskel,Creser,Leppo,hleppo91@bluehost.com,91996994,Bachelor of Science in Acounting Information System,2
Liuka,McNeilley,Kleimt,lkleimt92@nationalgeographic.com,32830920,Bachelor of Science in Information Technology,2
Jany,Johnston,Patrickson,jpatrickson93@csmonitor.com,94833077,Bachelor of Science in Acounting Information System,4
Rana,Barkshire,Teese,rteese94@google.de,84450617,Bachelor of Science in Acounting Information System,4
Paola,Piburn,Tremellan,ptremellan95@amazonaws.com,27778343,Bachelor of Arts in Political Science,3
Brennan,Farries,Purselowe,bpurselowe96@zdnet.com,94482646,Bachelor of Science in Information Technology,1
Fredericka,Tynemouth,Lambertini,flambertini97@artisteer.com,94702155,Bachelor of Science in Computer Science,2
Berta,Jenner,Spondley,bspondley98@stanford.edu,17637533,Bachelor of Arts in Political Science,2
Rey,Pechan,McVicar,rmcvicar99@ucoz.com,60340387,Bachelor of Science in Computer Science,3
Mata,Luton,Klimkov,mklimkov9a@smugmug.com,20378000,Bachelor of Science in Information Technology,3
Jamie,Bampfield,Taveriner,jtaveriner9b@dailymotion.com,32921925,Bachelor of Science in Acounting Information System,1
Malia,Elfitt,Becken,mbecken9c@mit.edu,19233280,Bachelor of Science in Acounting Information System,4
Weylin,Fosten,Liddel,wliddel9d@dell.com,78413677,Bachelor of Arts in Political Science,2
Katherine,Manville,Scottini,kscottini9e@mit.edu,88438613,Bachelor of Arts in Political Science,2
Kerk,Rubi,Everleigh,keverleigh9f@gravatar.com,91253454,Bachelor of Science in Information Technology,3
Faulkner,Kleszinski,Antecki,fantecki9g@marketwatch.com,78161466,Bachelor of Science in Acounting Information System,1
Alana,Jerratsch,Parrish,aparrish9h@tamu.edu,24784464,Bachelor of Science in Computer Science,4
Klarika,Coathup,Clamp,kclamp9i@fc2.com,96989718,Bachelor of Science in Computer Science,4
Sumner,Muller,Wolsey,swolsey9j@chronoengine.com,90460611,Bachelor of Science in Information Technology,3
Kriste,Petrichat,Blaxill,kblaxill9k@reference.com,37472973,Bachelor of Arts in Political Science,1
Antonin,Ford,Gable,agable9l@wsj.com,72968402,Bachelor of Science in Acounting Information System,3
Jobi,Cowdroy,Switzer,jswitzer9m@hhs.gov,77533139,Bachelor of Science in Information Technology,4
Sancho,Micheau,Fearnill,sfearnill9n@kickstarter.com,45663963,Bachelor of Science in Computer Science,2
Windy,Fellos,Giametti,wgiametti9o@msu.edu,58594944,Bachelor of Science in Computer Science,3
Alisa,Glozman,Fetherston,afetherston9p@hud.gov,57365040,Bachelor of Science in Acounting Information System,2
Hewe,Critchlow,Phipps,hphipps9q@ted.com,70185015,Bachelor of Science in Information Technology,2
Floris,Kures,Leachman,fleachman9r@webeden.co.uk,10605085,Bachelor of Arts in Political Science,1
Susanna,Godehard.sf,Dybell,sdybell9s@google.fr,10224440,Bachelor of Science in Computer Science,1
Helen,Pearne,Wallege,hwallege9t@smh.com.au,73740342,Bachelor of Science in Information Technology,1
Kaylil,Teresia,Kohen,kkohen9u@trellian.com,20277485,Bachelor of Science in Computer Science,3
Vanya,Leguay,Studeart,vstudeart9v@ocn.ne.jp,94217177,Bachelor of Science in Computer Science,2
Mar,Fewtrell,Edgeworth,medgeworth9w@cdc.gov,99851451,Bachelor of Arts in Political Science,3
Odille,Hickin,Feldon,ofeldon9x@ft.com,91129798,Bachelor of Science in Computer Science,4
Matthieu,McCurrie,Hattigan,mhattigan9y@un.org,47863095,Bachelor of Science in Information Technology,3
Gladi,Catterell,Locke,glocke9z@prlog.org,17008689,Bachelor of Science in Computer Science,2
Jaquenette,Morrish,Joule,jjoulea0@apple.com,19222859,Bachelor of Science in Information Technology,4
Elnora,Warkup,Baszniak,ebaszniaka1@guardian.co.uk,44905945,Bachelor of Arts in Political Science,4
Lucie,Dimblebee,Leyson,lleysona2@engadget.com,44745260,Bachelor of Arts in Political Science,4
Ginger,Dripp,Hardy,ghardya3@cbsnews.com,67610978,Bachelor of Science in Acounting Information System,3
Leonardo,Lincoln,Delacote,ldelacotea4@desdev.cn,78807503,Bachelor of Science in Computer Science,2
Miltie,Abels,Gahan,mgahana5@google.com.hk,43654069,Bachelor of Science in Acounting Information System,2
Laurent,Polhill,Kopf,lkopfa6@whitehouse.gov,87148890,Bachelor of Science in Computer Science,4
Court,Macura,McNaught,cmcnaughta7@so-net.ne.jp,34509016,Bachelor of Science in Information Technology,2
Nikolaus,Britch,Pietruszewicz,npietruszewicza8@bbb.org,57747908,Bachelor of Arts in Political Science,1
Lynnelle,Delacroix,Dimmer,ldimmera9@e-recht24.de,72052022,Bachelor of Science in Computer Science,3
Blinny,Sangwin,MacQuaker,bmacquakeraa@tinyurl.com,81078737,Bachelor of Science in Information Technology,1
Rosalynd,Bimson,Ellicott,rellicottab@altervista.org,98258408,Bachelor of Arts in Political Science,4
Basil,Sidwell,Bing,bbingac@netscape.com,56839233,Bachelor of Science in Information Technology,2
Oran,Tilly,Celler,ocellerad@squidoo.com,21243598,Bachelor of Science in Acounting Information System,2
Petronilla,McSporon,Wooder,pwooderae@eepurl.com,64148624,Bachelor of Science in Acounting Information System,1
Audy,Crayker,Barniss,abarnissaf@businessinsider.com,22614367,Bachelor of Arts in Political Science,4
Jennie,Sauvan,Longbothom,jlongbothomag@jimdo.com,51896315,Bachelor of Arts in Political Science,4
Amandy,Philott,Kadar,akadarah@feedburner.com,56895933,Bachelor of Science in Acounting Information System,1
Amie,Shawe,Sives,asivesai@shareasale.com,98187698,Bachelor of Arts in Political Science,4
Petra,Longcaster,Marrable,pmarrableaj@com.com,13708432,Bachelor of Science in Computer Science,4
Dennet,Benois,Jachimczak,djachimczakak@free.fr,26116643,Bachelor of Arts in Political Science,1
Pauly,Stitcher,Scurrah,pscurrahal@theglobeandmail.com,57620475,Bachelor of Arts in Political Science,4
Zia,Dun,Kmietsch,zkmietscham@walmart.com,84373610,Bachelor of Science in Information Technology,2
Pris,Aubin,Brydson,pbrydsonan@blogtalkradio.com,51137075,Bachelor of Science in Acounting Information System,2
Hedwig,Warstall,Ashard,hashardao@unicef.org,37327315,Bachelor of Arts in Political Science,4
Rubin,Erwin,Wimes,rwimesap@hibu.com,69689785,Bachelor of Science in Computer Science,2
Greg,Menichino,Curtois,gcurtoisaq@csmonitor.com,85243970,Bachelor of Science in Computer Science,3
Lil,Lain,Thickpenny,lthickpennyar@blogspot.com,62374315,Bachelor of Science in Computer Science,3
Becca,Jozaitis,Lidyard,blidyardas@mashable.com,45542006,Bachelor of Science in Computer Science,2
Julita,Ringrose,Kensitt,jkensittat@live.com,98909487,Bachelor of Science in Acounting Information System,3
Dagny,Henriet,Tilbrook,dtilbrookau@newsvine.com,46256518,Bachelor of Science in Computer Science,3
Glennie,Woolsey,Hanwell,ghanwellav@adobe.com,34390056,Bachelor of Science in Acounting Information System,2
Brittani,Duffer,Ruggiero,bruggieroaw@360.cn,47736944,Bachelor of Arts in Political Science,3
Veradis,Redolfi,House,vhouseax@webs.com,42213872,Bachelor of Science in Acounting Information System,3
Ritchie,Tivnan,Ossipenko,rossipenkoay@netlog.com,25369711,Bachelor of Arts in Political Science,4
Kermy,Halwell,Panyer,kpanyeraz@digg.com,39100313,Bachelor of Science in Information Technology,3
Lurleen,Murrey,Lishman,llishmanb0@fc2.com,10096670,Bachelor of Science in Information Technology,1
Alec,Howden,Gludor,agludorb1@yahoo.com,75015359,Bachelor of Science in Information Technology,2
Walther,Philipet,Epinoy,wepinoyb2@elpais.com,41868069,Bachelor of Science in Information Technology,2
Allie,Corness,Eldershaw,aeldershawb3@sciencedaily.com,71024770,Bachelor of Science in Acounting Information System,4
Gusta,Basey,Sangwine,gsangwineb4@examiner.com,16623110,Bachelor of Arts in Political Science,2
Noemi,Mogey,Snashall,nsnashallb5@ebay.co.uk,88683498,Bachelor of Science in Computer Science,2
Eward,Helian,Riccard,ericcardb6@oakley.com,31506333,Bachelor of Arts in Political Science,1
Clarissa,Baseke,Baldrick,cbaldrickb7@icq.com,65074298,Bachelor of Science in Computer Science,2
Rees,Addionizio,Gras,rgrasb8@vkontakte.ru,48319460,Bachelor of Science in Acounting Information System,3
Wilmer,De la Barre,Braidon,wbraidonb9@vkontakte.ru,62723381,Bachelor of Science in Acounting Information System,3
Clea,Crysell,Hobell,chobellba@squidoo.com,11026714,Bachelor of Science in Information Technology,2
Cyrill,Scanderet,Fenby,cfenbybb@icq.com,10004129,Bachelor of Science in Information Technology,2
Sheeree,Fortin,Lauthian,slauthianbc@studiopress.com,74304097,Bachelor of Science in Computer Science,4
Kearney,Genge,Trenbey,ktrenbeybd@studiopress.com,78626446,Bachelor of Arts in Political Science,2
Conrado,Idel,Gaffon,cgaffonbe@infoseek.co.jp,86599130,Bachelor of Arts in Political Science,4
Cher,Hodges,Jeratt,cjerattbf@symantec.com,39555457,Bachelor of Science in Information Technology,1
Gena,Lippiello,Duffet,gduffetbg@123-reg.co.uk,43883958,Bachelor of Science in Acounting Information System,2
Westleigh,Chisman,Otley,wotleybh@jiathis.com,33658421,Bachelor of Arts in Political Science,2
Barby,Lack,Crichley,bcrichleybi@hatena.ne.jp,77860891,Bachelor of Science in Information Technology,1
Dene,Tuiller,Uglow,duglowbj@go.com,70527792,Bachelor of Science in Information Technology,4
Zebulen,Broy,Ciotti,zciottibk@mtv.com,13005183,Bachelor of Science in Information Technology,2
Rosene,Thoms,Durker,rdurkerbl@hhs.gov,86224857,Bachelor of Science in Information Technology,4
Bartram,Hiland,Foan,bfoanbm@clickbank.net,31694083,Bachelor of Science in Acounting Information System,1
Leeann,Bockman,Acton,lactonbn@plala.or.jp,61794155,Bachelor of Arts in Political Science,3
Sasha,Stockell,Waterfield,swaterfieldbo@deliciousdays.com,65511615,Bachelor of Science in Acounting Information System,1
Caddric,Dike,Overal,coveralbp@discuz.net,54496638,Bachelor of Science in Acounting Information System,2
Milka,Yellep,Winley,mwinleybq@oakley.com,40684171,Bachelor of Science in Computer Science,4
Murvyn,Wadmore,Rycroft,mrycroftbr@amazon.co.jp,96479954,Bachelor of Arts in Political Science,3
Trey,Milley,McQuorkell,tmcquorkellbs@homestead.com,21131149,Bachelor of Arts in Political Science,3
Murial,Webby,Hamfleet,mhamfleetbt@timesonline.co.uk,37856181,Bachelor of Science in Computer Science,4
Byran,Perel,Hawket,bhawketbu@blogspot.com,57770689,Bachelor of Science in Information Technology,2
Gavrielle,Klug,Pinnigar,gpinnigarbv@surveymonkey.com,98260682,Bachelor of Science in Information Technology,1
Donella,Drewery,Mullins,dmullinsbw@dailymotion.com,45996018,Bachelor of Arts in Political Science,4
Lorna,Bigham,McGuigan,lmcguiganbx@twitter.com,55009265,Bachelor of Science in Information Technology,1
Jerry,Dominighi,Waterdrinker,jwaterdrinkerby@mapy.cz,21758570,Bachelor of Science in Information Technology,2
Brooke,Benz,Rothwell,brothwellbz@mapquest.com,63962969,Bachelor of Science in Acounting Information System,1
Marje,Mildmott,Fearneley,mfearneleyc0@blinklist.com,12046891,Bachelor of Science in Acounting Information System,1
Mortimer,Stodd,Forsey,mforseyc1@hao123.com,91626296,Bachelor of Science in Computer Science,1
Alika,Keast,McConnal,amcconnalc2@utexas.edu,35846275,Bachelor of Science in Information Technology,4
Ellynn,Planque,Redwall,eredwallc3@examiner.com,40578407,Bachelor of Science in Information Technology,1
Kellie,Nyland,Schwier,kschwierc4@netlog.com,68713539,Bachelor of Arts in Political Science,4
Arturo,Theze,Tozer,atozerc5@techcrunch.com,25536279,Bachelor of Arts in Political Science,1
Lazaro,Johansson,Willshaw,lwillshawc6@usnews.com,30455987,Bachelor of Arts in Political Science,1
Hart,Whall,Aingel,haingelc7@tripadvisor.com,17808057,Bachelor of Science in Information Technology,3
Cleopatra,Baskeyfield,Leonida,cleonidac8@oakley.com,35485964,Bachelor of Science in Acounting Information System,4
Aguie,Samuels,Detheridge,adetheridgec9@pinterest.com,59169165,Bachelor of Science in Acounting Information System,4
Armin,Eyree,Work,aworkca@wikispaces.com,45396008,Bachelor of Arts in Political Science,4
Tabatha,Toffts,Ansett,tansettcb@scientificamerican.com,68176165,Bachelor of Science in Information Technology,2
Albina,Lyfield,Soame,asoamecc@wiley.com,26223194,Bachelor of Science in Computer Science,2
Rasia,Eden,Danton,rdantoncd@ed.gov,85423713,Bachelor of Science in Information Technology,4
Hermina,Utton,Kupisz,hkupiszce@harvard.edu,41717330,Bachelor of Science in Computer Science,1
Hodge,Borwick,Reisen,hreisencf@discovery.com,74036951,Bachelor of Science in Acounting Information System,1
Hi,Healks,Fricke,hfrickecg@slate.com,88559442,Bachelor of Science in Computer Science,2
Emmy,Gartrell,Largen,elargench@cocolog-nifty.com,20628457,Bachelor of Science in Information Technology,3
Thelma,Leak,Mullane,tmullaneci@blogs.com,27690350,Bachelor of Science in Computer Science,1
Wain,Amey,Maffi,wmafficj@ox.ac.uk,85397136,Bachelor of Science in Computer Science,4
Kinna,Edelmann,Bielfeldt,kbielfeldtck@desdev.cn,50813584,Bachelor of Science in Information Technology,2
Marv,Hugin,Taffrey,mtaffreycl@topsy.com,99450625,Bachelor of Science in Acounting Information System,3
Dale,Le Breton De La Vieuville,Wiseman,dwisemancm@slashdot.org,21879648,Bachelor of Science in Information Technology,4
Aviva,Warrender,Carragher,acarraghercn@wordpress.org,94767182,Bachelor of Science in Information Technology,4
Candice,Shawcross,Goddard,cgoddardco@latimes.com,11304643,Bachelor of Arts in Political Science,2
Miriam,Coyte,Gillon,mgilloncp@ning.com,42828356,Bachelor of Science in Acounting Information System,2
Myrna,Haggarth,Cornbell,mcornbellcq@springer.com,65884837,Bachelor of Science in Computer Science,1
Patrice,Ioselevich,Mosco,pmoscocr@bigcartel.com,18571314,Bachelor of Arts in Political Science,2
Tiffie,Guilder,Maine,tmainecs@techcrunch.com,44612390,Bachelor of Science in Computer Science,2
Matti,Rushford,Thornally,mthornallyct@example.com,12684875,Bachelor of Science in Acounting Information System,1
Billye,Dagnall,Wakes,bwakescu@umich.edu,76372341,Bachelor of Arts in Political Science,3
Hurleigh,Clitheroe,Van Bruggen,hvanbruggencv@xrea.com,39182637,Bachelor of Science in Acounting Information System,2
Duane,Aucott,Withur,dwithurcw@1688.com,27849990,Bachelor of Arts in Political Science,3
Cello,Luck,Dionis,cdioniscx@cnbc.com,65469953,Bachelor of Arts in Political Science,1
Marcile,Matches,Dollard,mdollardcy@delicious.com,84635374,Bachelor of Science in Acounting Information System,1
Dav,Tripett,Mines,dminescz@diigo.com,40683252,Bachelor of Science in Information Technology,4
Ollie,Stimson,Gatrill,ogatrilld0@springer.com,77465044,Bachelor of Science in Acounting Information System,4
Nydia,Rigler,Trillo,ntrillod1@zdnet.com,32342333,Bachelor of Arts in Political Science,2
Ritchie,Carty,Tesdale,rtesdaled2@woothemes.com,79863802,Bachelor of Science in Information Technology,2
Tatum,Ascrofte,McKoy,tmckoyd3@ameblo.jp,74315916,Bachelor of Science in Computer Science,4
Thor,Neilan,Isherwood,tisherwoodd4@smh.com.au,32003770,Bachelor of Science in Computer Science,2
Antonetta,Lahive,Blanning,ablanningd5@foxnews.com,15143769,Bachelor of Science in Acounting Information System,2
Bjorn,Giuron,Deavin,bdeavind6@drupal.org,96381697,Bachelor of Science in Information Technology,3
Trude,Niven,Longmuir,tlongmuird7@desdev.cn,35274531,Bachelor of Science in Acounting Information System,1
Emmie,Moehler,Grunguer,egrunguerd8@hc360.com,68232590,Bachelor of Science in Acounting Information System,3
Lisha,Yeend,Barkus,lbarkusd9@amazonaws.com,74971008,Bachelor of Science in Information Technology,4
Friedrich,MacKeever,Fanshaw,ffanshawda@dagondesign.com,70695698,Bachelor of Science in Computer Science,2
Hildy,Wolstencroft,Darington,hdaringtondb@forbes.com,21136870,Bachelor of Science in Acounting Information System,1
Irwinn,Dilliway,Ridges,iridgesdc@istockphoto.com,45240658,Bachelor of Science in Acounting Information System,1
Daniela,Navarijo,Croom,dcroomdd@twitter.com,60539502,Bachelor of Arts in Political Science,4
Juditha,Need,Earl,jearlde@dot.gov,78382166,Bachelor of Science in Acounting Information System,2
Cyndy,Bellelli,Scullard,cscullarddf@ameblo.jp,14443733,Bachelor of Science in Acounting Information System,4
Allin,Kippin,Jobbings,ajobbingsdg@chicagotribune.com,25157869,Bachelor of Arts in Political Science,2
Mendel,Klulicek,Beeble,mbeebledh@ifeng.com,17504989,Bachelor of Science in Computer Science,2
Melanie,Huskinson,Osburn,mosburndi@nbcnews.com,77937804,Bachelor of Science in Computer Science,2
Erroll,Bagniuk,Stoffel,estoffeldj@vinaora.com,97787920,Bachelor of Science in Acounting Information System,3
Gabey,Grim,Ricardin,gricardindk@taobao.com,92389701,Bachelor of Science in Information Technology,3
Arne,Hyndley,Seiter,aseiterdl@virginia.edu,15433553,Bachelor of Science in Computer Science,1
Kippar,Sunnex,Giovannacci,kgiovannaccidm@shinystat.com,89161622,Bachelor of Science in Computer Science,1
Veronika,Jambrozek,Gargett,vgargettdn@purevolume.com,58737213,Bachelor of Science in Information Technology,3
Fair,Simonaitis,Rispen,frispendo@webnode.com,40455848,Bachelor of Science in Information Technology,3
Angelina,Saiens,Cattermull,acattermulldp@wikispaces.com,29660219,Bachelor of Science in Information Technology,4
Everard,Ravenshear,Sacchetti,esacchettidq@forbes.com,95152238,Bachelor of Arts in Political Science,4
Roseanne,Danniel,Elleton,relletondr@berkeley.edu,64153770,Bachelor of Science in Information Technology,1
Else,Crowder,Rishman,erishmands@creativecommons.org,58508883,Bachelor of Science in Acounting Information System,4
Gaspar,McKearnen,Rowlinson,growlinsondt@whitehouse.gov,13000895,Bachelor of Science in Information Technology,2
Dulciana,Bosden,Duggan,dduggandu@freewebs.com,24154327,Bachelor of Science in Computer Science,2
Zandra,Theobalds,Salliere,zsallieredv@shop-pro.jp,40642774,Bachelor of Science in Information Technology,3
Nikolia,Neubigin,Safont,nsafontdw@omniture.com,96829086,Bachelor of Science in Information Technology,1
Edith,Alves,Farnhill,efarnhilldx@state.tx.us,50353599,Bachelor of Science in Information Technology,1
Kassey,Vigours,Bodega,kbodegady@nytimes.com,26622985,Bachelor of Science in Computer Science,1
Maure,Bambrough,Beccles,mbecclesdz@csmonitor.com,54658490,Bachelor of Science in Acounting Information System,4
Dawn,Dunleavy,Crocroft,dcrocrofte0@skype.com,86518002,Bachelor of Science in Information Technology,2
Corby,Swainger,Glenny,cglennye1@ycombinator.com,85776019,Bachelor of Science in Acounting Information System,2
Doe,Ruller,Bremmer,dbremmere2@vistaprint.com,43758922,Bachelor of Science in Acounting Information System,1
Sela,Werner,Wessing,swessinge3@apple.com,17199016,Bachelor of Arts in Political Science,3
Cicily,Flood,Maypes,cmaypese4@scribd.com,42282147,Bachelor of Science in Computer Science,1
Joycelin,Borges,McDonell,jmcdonelle5@1688.com,32471637,Bachelor of Science in Computer Science,4
Florencia,Akred,Lamberti,flambertie6@usnews.com,20098921,Bachelor of Science in Acounting Information System,1
Ernestus,Creaney,Stoite,estoitee7@marriott.com,85748111,Bachelor of Science in Computer Science,4
Michel,O'Mannion,Cunradi,mcunradie8@alibaba.com,87854727,Bachelor of Science in Computer Science,3
Penelope,Plumridege,Botting,pbottinge9@stumbleupon.com,75490972,Bachelor of Science in Acounting Information System,2
Angelina,Lapthorne,Dominguez,adominguezea@blogtalkradio.com,95903862,Bachelor of Arts in Political Science,3
Marje,Jurek,Meriguet,mmerigueteb@rediff.com,75615787,Bachelor of Arts in Political Science,4
Morry,Knolles-Green,Widdup,mwiddupec@elpais.com,82382971,Bachelor of Science in Information Technology,3
Galina,Brosius,Gludor,ggludored@marriott.com,31783462,Bachelor of Science in Information Technology,3
Adria,Vallender,Wrench,awrenchee@mlb.com,90082776,Bachelor of Science in Information Technology,4
Ynes,Fishpool,Cafferty,ycaffertyef@huffingtonpost.com,82974203,Bachelor of Science in Computer Science,4
Wiley,Rahlof,Wakeham,wwakehameg@creativecommons.org,59420274,Bachelor of Science in Computer Science,3
Clarinda,Barnhill,Dwyer,cdwyereh@dyndns.org,45936363,Bachelor of Science in Information Technology,1
Elsinore,Meeland,Mustill,emustillei@about.com,63235114,Bachelor of Science in Acounting Information System,4
Pinchas,Ajam,Kingswood,pkingswoodej@europa.eu,12895563,Bachelor of Arts in Political Science,3
Skippy,Eirwin,Raynham,sraynhamek@fema.gov,74329937,Bachelor of Science in Acounting Information System,3
Etti,Othen,Chisman,echismanel@goodreads.com,60226313,Bachelor of Science in Acounting Information System,3
Morlee,Pavolillo,Pryn,mprynem@hibu.com,92742119,Bachelor of Science in Acounting Information System,4
Sybila,Lidyard,Cammack,scammacken@mapquest.com,60545791,Bachelor of Science in Computer Science,2
Maje,Moulden,Erwin,merwineo@rediff.com,66477203,Bachelor of Science in Information Technology,3
Norean,Tomasian,Culligan,nculliganep@china.com.cn,98913324,Bachelor of Science in Acounting Information System,1
Halsy,Wilkie,Pottiphar,hpottiphareq@thetimes.co.uk,95038292,Bachelor of Science in Acounting Information System,4
Tiffi,Strickler,Hennington,thenningtoner@harvard.edu,33486395,Bachelor of Arts in Political Science,2
Shay,Whyffen,Britee,sbriteees@artisteer.com,25430376,Bachelor of Science in Acounting Information System,4
Dasya,Longmate,Bushaway,dbushawayet@sina.com.cn,85478672,Bachelor of Science in Information Technology,4
Drake,MacVagh,Anwyl,danwyleu@umn.edu,43528830,Bachelor of Science in Computer Science,2
Bird,Rampley,Ahrens,bahrensev@webeden.co.uk,92266782,Bachelor of Science in Acounting Information System,1
Marcie,Loftie,Gommes,mgommesew@cnbc.com,89328101,Bachelor of Science in Computer Science,4
Kristopher,Eathorne,Bradnocke,kbradnockeex@bigcartel.com,85742871,Bachelor of Science in Computer Science,2
Erroll,Mayoh,Martinot,emartinotey@eventbrite.com,12704753,Bachelor of Arts in Political Science,2
Darcey,Pitkin,Brimacombe,dbrimacombeez@soup.io,30090967,Bachelor of Science in Acounting Information System,2
Octavius,Fluck,Aisthorpe,oaisthorpef0@networkadvertising.org,69020074,Bachelor of Science in Acounting Information System,1
Lynnet,Rivelin,Tellett,ltellettf1@mtv.com,99894239,Bachelor of Arts in Political Science,3
Yale,Loncaster,Petrozzi,ypetrozzif2@histats.com,55199206,Bachelor of Arts in Political Science,1
Lorettalorna,Dreamer,Eadington,leadingtonf3@nps.gov,11927394,Bachelor of Science in Computer Science,1
Dore,Splevins,Rao,draof4@networksolutions.com,21925725,Bachelor of Science in Acounting Information System,3
Johannes,Marriott,Mulvin,jmulvinf5@ftc.gov,43963460,Bachelor of Science in Computer Science,4
